gene	sample	impact	mutations	dnds	pvalue	lower	upper
RBM10	P19_0023_BTR_01	missense	23	3.4656250000000046	1.013279e-06	2.218697814941409	5.130664062500005
RBM10	P19_0023_BTR_01	truncating	53	44.25000000000008	0.0	32.30163574218756	59.395263671875085
EP300	P19_0023_BTR_01	missense	51	2.2531250000000025	6.556511e-07	1.6698905944824236	2.9678466796875025
EP300	P19_0023_BTR_01	truncating	13	4.337500000000007	2.8252602e-05	2.3433212280273468	7.315405273437506
ALL_GENES	P19_0023_BTR_01	missense	412	1.877734375000002	0.0	1.6570352935791033	2.124316406250002
ALL_GENES	P19_0023_BTR_01	truncating	357	12.303125000000025	0.0	10.534637718200704	14.350854492187525
KMT2C	P19_0030_BTR_01	missense	3	1.068701171875	0.9096009	0.2653703022003174	2.7856201171875004
CREBBP	P19_0030_BTR_01	missense	8	2.0626953125000025	0.06939602	0.937621831893922	3.8729980468750025
CREBBP	P19_0030_BTR_01	truncating	1	2.961718750000004	0.3582731	0.1685395812988283	13.124682617187505
ARID1A	P19_0030_BTR_01	missense	7	1.1105472564697263	0.7869609	0.4748307504132389	2.165845108032226
KDM6A	P19_0030_BTR_01	missense	4	1.6710937500000016	0.34503126	0.5177366638183598	3.9068115234375016
KDM6A	P19_0030_BTR_01	truncating	2	7.351611328125014	0.033784926	1.2162754940986655	22.952807617187517
KMT2D	P19_0030_BTR_01	missense	12	0.8439453124999998	0.55261064	0.4489614486694335	1.4311035156249998
NOTCH2	P19_0030_BTR_01	missense	3	0.7435546874999999	0.59107184	0.1847923278808593	1.9392333984375
STAG2	P19_0030_BTR_01	missense	7	2.0050781250000025	0.10071272	0.8584926986694346	3.9063232421875034
STAG2	P19_0030_BTR_01	truncating	1	2.0479492187500026	0.52262956	0.1174699783325196	9.110327148437502
RB1	P19_0030_BTR_01	missense	2	2.6675781250000035	0.23307604	0.4434136199951177	8.276708984375004
RB1	P19_0030_BTR_01	truncating	1	8.540612792968766	0.11252314	0.485889898240567	37.99923095703127
PIK3CA	P19_0030_BTR_01	missense	1	4.953125000000008	0.20566267	0.2827407836914066	21.940429687500007
TP53	P19_0030_BTR_01	missense	1	1.5261718750000015	0.69304794	0.0869931030273438	6.750170898437501
RBM10	P19_0030_BTR_01	missense	2	0.5843749999999996	0.40660793	0.0969415283203124	1.81728515625
EP300	P19_0030_BTR_01	missense	6	1.2654296875000006	0.5819926	0.5010152244567874	2.583789062500001
ALL_GENES	P19_0030_BTR_01	missense	56	1.1437500000000005	0.35295397	0.8569909667968754	1.4959228515625005
ALL_GENES	P19_0030_BTR_01	truncating	5	1.0888671875000002	0.85306644	0.3871820831298829	2.3748779296875
FOXQ1	P19_0053_BTR_01	missense	6	4.212548828125007	0.0045876503	1.6644457972049738	8.615625000000007
KMT2C	P19_0053_BTR_01	missense	6	0.8921874999999999	0.7769076	0.3537429809570312	1.8205322265625004
KMT2C	P19_0053_BTR_01	truncating	2	2.614794921875003	0.24359226	0.4316257405281071	8.232470703125003
CREBBP	P19_0053_BTR_01	missense	10	1.3000244140625008	0.4312874	0.6480833649635318	2.2955078125000004
CREBBP	P19_0053_BTR_01	truncating	2	2.052343750000002	0.36536938	0.3400858306884769	6.420019531250002
ARID1A	P19_0053_BTR_01	missense	22	1.5500000000000016	0.059346914	0.982275390625001	2.3166015625000016
ARID1A	P19_0053_BTR_01	truncating	27	14.90000000000003	0.0	9.652510986328144	22.10886230468753
KDM6A	P19_0053_BTR_01	missense	16	5.587500000000009	1.1920929e-07	3.252875061035162	8.87973632812501
KDM6A	P19_0053_BTR_01	truncating	5	12.287887573242209	7.110834e-05	4.366911520436412	26.83805847167971
KMT2D	P19_0053_BTR_01	missense	35	1.2781250000000008	0.1759237	0.8911239624023444	1.773120117187501
KMT2D	P19_0053_BTR_01	truncating	41	12.601550292968772	0.0	8.82270185604693	17.547839355468774
FGFR3	P19_0053_BTR_01	missense	2	2.890233993530277	0.20245534	0.4797256610542542	8.966283798217777
NOTCH2	P19_0053_BTR_01	missense	28	3.323681640625005	1.7881393e-07	2.216963748931888	4.772656250000004
NOTCH2	P19_0053_BTR_01	truncating	4	4.925415039062507	0.011910975	1.517865965962412	11.613647460937509
CDKN1A	P19_0053_BTR_01	missense	1	1.825781250000002	0.5840951	0.1048674774169922	8.083105468750002
STAG2	P19_0053_BTR_01	missense	1	0.2370117187499993	0.06037724	0.0135470581054687	1.0487792968749992
RB1	P19_0053_BTR_01	missense	6	2.891406250000004	0.027677774	1.1439909362792986	5.905932617187504
RB1	P19_0053_BTR_01	truncating	2	6.374609375000011	0.044841826	1.056524515151979	19.850561523437516
PIK3CA	P19_0053_BTR_01	missense	1	2.26213302612305	0.47289783	0.1293146647140385	10.017870330810547
TP53	P19_0053_BTR_01	missense	5	4.163281250000007	0.009999335	1.4883896636962914	9.002758789062508
RBM10	P19_0053_BTR_01	missense	15	4.755371093750009	1.7881393e-06	2.718661527633672	7.652709960937509
RBM10	P19_0053_BTR_01	truncating	18	35.18125000000006	0.0	20.925129928588905	55.37839355468756
EP300	P19_0053_BTR_01	missense	21	2.041015625000002	0.003938794	1.278393058776857	3.0725097656250018
EP300	P19_0053_BTR_01	truncating	8	6.125000000000011	9.816885e-05	2.741296997070317	11.78845214843751
ALL_GENES	P19_0053_BTR_01	missense	175	1.9376953125000025	0.0	1.6308453750610372	2.2898681640625025
ALL_GENES	P19_0053_BTR_01	truncating	109	9.728123474121114	0.0	7.686510864384488	12.209202575683614
FOXQ1	P19_0045_BDO_01	missense	3	3.4640625000000047	0.07509589	0.8574933624267589	9.081127929687504
KMT2C	P19_0045_BDO_01	missense	1	0.6050781249999995	0.58462757	0.0349886322021484	2.6766113281249995
KMT2C	P19_0045_BDO_01	truncating	2	10.080467987060564	0.017785251	1.6671033748239306	31.592308807373065
CREBBP	P19_0045_BDO_01	missense	18	5.2390380859375085	5.9604645e-08	3.153039982318884	8.127832031250009
CREBBP	P19_0045_BDO_01	truncating	3	5.5997558593750085	0.02069515	1.3787805485725424	14.820336914062509
ARID1A	P19_0045_BDO_01	missense	3	1.0718780517578126	0.9056089	0.2661366003751755	2.796731567382812
ARID1A	P19_0045_BDO_01	truncating	19	46.51406250000009	0.0	27.6863603162766	73.69667968750008
KDM6A	P19_0045_BDO_01	missense	1	1.5199218750000014	0.69605637	0.0866757202148438	6.714624023437501
KDM6A	P19_0045_BDO_01	truncating	1	8.856246948242205	0.10803342	0.5040378392115245	39.3622283935547
KMT2D	P19_0045_BDO_01	missense	17	1.8359375000000016	0.0250749	1.0861262512207044	2.8869628906250018
KMT2D	P19_0045_BDO_01	truncating	42	36.69990234375008	0.0	25.660908593535478	51.224438476562575
NOTCH2	P19_0045_BDO_01	missense	20	7.500781250000014	0.0	4.632302150726327	11.422900390625014
NOTCH2	P19_0045_BDO_01	truncating	6	19.68046875000004	8.940697e-07	7.702180986404436	40.890185546875045
TERTpromoter	P19_0045_BDO_01	missense	1	142.15625000000023	0.004908085	8.05366101264955	642.4034423828127
CDKN1A	P19_0045_BDO_01	missense	3	8.744140625000018	0.0056089163	2.1663475847244307	22.84875488281252
CDKN1A	P19_0045_BDO_01	truncating	2	46.62490234375009	0.0007227063	7.7125265118479875	145.95046386718758
STAG2	P19_0045_BDO_01	missense	2	1.6531250000000015	0.51267374	0.2747613525390628	5.126635742187502
STAG2	P19_0045_BDO_01	truncating	1	4.925000000000008	0.20704973	0.2805889892578129	21.836010742187508
PIK3CA	P19_0045_BDO_01	missense	1	6.3624877929687615	0.15583038	0.3628298273682601	28.18621826171876
TP53	P19_0045_BDO_01	missense	5	10.11875000000002	0.00017440319	3.616918487548835	21.89670410156252
RBM10	P19_0045_BDO_01	missense	13	14.018750000000027	0.0	7.656499710083024	23.32844238281253
RBM10	P19_0045_BDO_01	truncating	11	63.95000000000012	0.0	32.42879760742194	113.31767578125012
EP300	P19_0045_BDO_01	missense	6	1.831201171875002	0.18051487	0.7249637413024912	3.7373291015625023
EP300	P19_0045_BDO_01	truncating	1	2.0851562500000025	0.5140847	0.1184188079833985	9.312939453125002
ALL_GENES	P19_0045_BDO_01	missense	94	3.303125000000005	0.0	2.6342089843750043	4.095361328125005
ALL_GENES	P19_0045_BDO_01	truncating	88	22.049218750000048	0.0	16.996098313331643	28.30593261718755
CREBBP	P19_0036_BTR_01	missense	2	1.6414062500000022	0.5175968	0.2728730773925784	5.103320312500002
ARID1A	P19_0036_BTR_01	missense	1	0.9472526550292968	0.9569186	0.0548490040004253	4.193712615966797
KMT2D	P19_0036_BTR_01	truncating	1	4.928125000000008	0.20717263	0.2807610321044926	21.99782714843751
NOTCH2	P19_0036_BTR_01	missense	1	1.2763671875000009	0.81479967	0.0730710220336914	5.645874023437501
CDKN1A	P19_0036_BTR_01	missense	1	4.804675292968757	0.21264005	0.273964667618275	21.277453613281256
RB1	P19_0036_BTR_01	missense	1	5.328894042968758	0.18964952	0.3041234132647519	23.59671630859376
ALL_GENES	P19_0036_BTR_01	missense	6	0.5728530883789059	0.13767278	0.2265665203332899	1.170997619628906
ALL_GENES	P19_0036_BTR_01	truncating	1	1.5170898437500018	0.69713616	0.0865319061279297	6.744750976562502
FOXQ1	P19_0016_BDO_01	missense	3	2.1609375000000024	0.23815805	0.535656356811524	5.651538085937503
KMT2C	P19_0016_BDO_01	missense	5	1.2108398437500003	0.68056136	0.4321702575683596	2.6244140625000005
KMT2C	P19_0016_BDO_01	truncating	4	7.362500000000014	0.002752304	2.2618826293945355	17.482739257812515
CREBBP	P19_0016_BDO_01	missense	9	1.3343627929687507	0.41384202	0.6379083359241489	2.4232299804687507
CREBBP	P19_0016_BDO_01	truncating	3	2.895312500000004	0.11935663	0.7151264190673836	7.619433593750004
ARID1A	P19_0016_BDO_01	missense	6	0.8093749999999997	0.59307957	0.3206945800781249	1.6510498046874993
ARID1A	P19_0016_BDO_01	truncating	23	21.918750000000045	0.0	13.745090675354032	33.302416992187545
KDM6A	P19_0016_BDO_01	missense	6	2.775000000000004	0.033376694	1.0968286132812517	5.668676757812504
KDM6A	P19_0016_BDO_01	truncating	18	46.55000000000008	0.0	27.72337127685552	73.16010742187508
KMT2D	P19_0016_BDO_01	missense	26	1.402343750000001	0.1117959	0.9203263092041022	2.040771484375001
KMT2D	P19_0016_BDO_01	truncating	46	18.60625000000004	0.0	13.277307510376	25.53129882812504
FGFR3	P19_0016_BDO_01	missense	1	0.8383300781249998	0.85606265	0.0480190563201904	3.7063720703125
NOTCH2	P19_0016_BDO_01	missense	4	0.6156249999999996	0.2957573	0.1909777832031249	1.4414306640624996
NOTCH2	P19_0016_BDO_01	truncating	1	1.421875000000001	0.74096036	0.0810073852539063	6.313232421875001
TERTpromoter	P19_0016_BDO_01	missense	1	234.7496093750004	0.002831459	13.315648253262063	1056.4012207031255
CDKN1A	P19_0016_BDO_01	missense	4	4.051562500000006	0.02338314	1.253254089355471	9.481250000000006
CDKN1A	P19_0016_BDO_01	truncating	1	7.056250000000013	0.13916463	0.4022229003906257	31.372045898437516
STAG2	P19_0016_BDO_01	missense	5	1.5586044311523453	0.35817826	0.5566997088491923	3.385997009277345
STAG2	P19_0016_BDO_01	truncating	24	44.94843750000008	0.0	28.74383003234868	66.95405273437507
RB1	P19_0016_BDO_01	missense	1	0.5605483055114742	0.52248555	0.032043438013643	2.4807143211364746
RB1	P19_0016_BDO_01	truncating	1	3.089086914062505	0.34270948	0.1761323750019076	13.696997070312506
TP53	P19_0016_BDO_01	missense	4	3.905859375000006	0.02646172	1.2084333038330095	9.132299804687506
RBM10	P19_0016_BDO_01	missense	11	5.506060791015633	1.1026859e-05	2.8412227219343222	9.522784423828131
RBM10	P19_0016_BDO_01	truncating	39	111.75156250000018	0.0	78.26370608091366	155.30502929687518
EP300	P19_0016_BDO_01	missense	22	3.18164672851563	6.914139e-06	2.012411728501323	4.763067626953131
EP300	P19_0016_BDO_01	truncating	4	3.9343750000000064	0.026541173	1.2085823059082048	9.321337890625006
ALL_GENES	P19_0016_BDO_01	missense	108	1.732812500000002	1.2516975e-06	1.3988493347167985	2.1264892578125014
ALL_GENES	P19_0016_BDO_01	truncating	164	18.81250000000004	0.0	15.365068969726597	22.94702148437504
FOXQ1	all_samples	missense	466	2.534375000000004	0.0	2.229921569824222	2.877392578125004
FOXQ1	all_samples	truncating	61	3.257031250000005	0.0	2.3652074813842807	4.420971679687504
KMT2C	all_samples	missense	560	1.433593750000001	0.0	1.2792784118652356	1.6057128906250009
KMT2C	all_samples	truncating	163	3.009765625000005	0.0	2.429732818603519	3.712280273437505
CREBBP	all_samples	missense	1605	2.758593750000004	0.0	2.5297679519653347	3.008837890625004
CREBBP	all_samples	truncating	398	5.171875000000008	0.0	4.449766998291023	6.003784179687507
ARID1A	all_samples	missense	1223	1.5171875000000017	0.0	1.3839839172363295	1.6655029296875017
ARID1A	all_samples	truncating	1848	15.81948242187503	0.0	14.147251401543643	17.71218261718753
KDM6A	all_samples	missense	968	4.131250000000007	0.0	3.749410552978522	4.551171875000007
KDM6A	all_samples	truncating	1672	42.53750000000008	0.0	38.35522251129157	47.22927246093758
KMT2D	all_samples	missense	4039	1.8822265625000016	0.0	1.7451005935668962	2.0311523437500014
KMT2D	all_samples	truncating	5702	20.44824218750004	0.0	18.67561388254169	22.40991210937504
FGFR3	all_samples	missense	121	0.893359375	0.26212925	0.7294548034667968	1.0856201171875002
FGFR3	all_samples	truncating	5	0.3011714935302728	0.0011310577	0.1072467292845247	0.6563961029052727
NOTCH2	all_samples	missense	1475	2.562496948242191	0.0	2.345634414553645	2.801144409179691
NOTCH2	all_samples	truncating	305	5.106982421875008	0.0	4.3485325229168	5.985278320312508
TERTpromoter	all_samples	missense	56	70.24990234375011	0.0	50.347560629695735	96.81728515625012
CDKN1A	all_samples	missense	220	2.431225585937504	0.0	2.069460434913638	2.846875000000004
